"rho","rmse","perc_agree_affect","Model"
0.191345440648173,0.639402894589807,95.5507434031343,"Baseline"
0.0957319837766257,28.0249489333647,71.4636968469771,"Disaggregation - IID only"
0.0980403307639441,16.4763315443583,71.5215504772925,"Disaggregation - Full"
0.0446270665871672,11.6862859815818,71.05872143477,"Village level"
